"IPAddress","Name","Status","ErrorMessage"
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
