"Name","IPAddress","Status","ErrorMessage"
"sp4w10pf18p1bz","10.250.252.70,192.168.100.50","OK",""
"sp4w10pf18p2la","10.250.252.94","OK",""
"sp4w10pf18p4wx","10.250.252.96,192.168.0.7","OK",""
"sp4w10pf18p7dr","","NOT_OK","sp4w10pf18p7dr : El nombre DNS no existe"
"sp4w10pf18pdwn","192.168.1.82,10.250.252.137","OK",""
"sp4w10pf18pf6w","","NOT_OK","sp4w10pf18pf6w : El nombre DNS no existe"
"sp4w10pf18ph7g","192.168.0.7,10.250.252.35","OK",""
"sp4w10pf18phwy","","NOT_OK","sp4w10pf18phwy : El nombre DNS no existe"
"sp4w10pf18pkdz","10.250.252.1","OK",""
"sp4w10pf18pkfd","10.250.252.90","OK",""
"sp4w10pf18plau","192.168.68.122,10.250.252.86","OK",""
"sp4w10pf18plcn","10.250.252.52,192.168.0.11","OK",""
"sp4w10pf18pp2d","","NOT_OK","sp4w10pf18pp2d : El nombre DNS no existe"
"sp4w10pf18ps88","10.250.252.76,192.168.1.65","OK",""
"sp4w10pf18puhd","10.250.252.156","OK",""
"sp4w10pf18pujg","10.250.252.19","OK",""
"sp4w10pf18q42q","10.4.34.174","OK",""
"sp4w10pf18q96c","10.3.4.33","OK",""
"sp4w10pf18qckj","10.4.34.65","OK",""
"sp4w10pf18qfwl","10.250.252.118","OK",""
"sp4w10pf18qfyx","10.3.4.53","OK",""
"sp4w10pf18qmgc","10.250.252.139,192.168.0.16","OK",""
"sp4w10pf18qpyx","10.250.252.62,192.168.1.78","OK",""
"sp4w10pf18qspa","10.4.34.66,10.3.4.45","OK",""
"sp4w10pf19jcnx","192.168.1.102,10.250.252.75","OK",""
"sp4w10pf19jcru","10.3.4.114","OK",""
"sp4w10pf2sqe00","10.250.252.23","OK",""
"sp4w10pf2sqj3z","10.250.252.134","OK",""
"sp5w105cd1391l0","","NOT_OK","sp5w105cd1391l0 : El nombre DNS no existe"
"sp5w10mj06hd3v","10.3.5.84","OK",""
"sp5w10mj070kxf","10.3.5.30","OK",""
"sp5w10mj070kxk","10.3.5.64","OK",""
"sp5w10mj070kyc","10.3.5.73","OK",""
"sp5w10mj070kys","10.3.5.54","OK",""
"sp5w10mj070kyu","10.3.5.49","OK",""
"sp5w10mj070kz0","10.3.5.62","OK",""
"sp5w10mj070kzc","10.3.51.104","OK",""
"sp5w10mj070kzk","10.3.5.98","OK",""
"sp5w10mj070kzm","10.3.51.55","OK",""
"sp5w10mj070kzz","10.3.3.139","OK",""
"sp5w10mj070l0j","10.3.5.202","OK",""
"sp5w10mj070l1g","10.3.51.231","OK",""
"sp5w10mj070l1p","","NOT_OK","sp5w10mj070l1p : El nombre DNS no existe"
"sp5w10mj070l20","10.3.5.58","OK",""
"sp5w10mj070l25","10.3.5.163","OK",""
"sp5w10mj070lfs","10.3.5.65","OK",""
"sp5w10mj070lgh","10.3.5.72","OK",""
"sp5w10mj070lk1","10.3.51.254","OK",""
"sp5w10mj070lkm","10.3.5.113","OK",""
"sp5w10mj070lkp","10.3.51.66","OK",""
"sp5w10mj070lkq","10.3.5.101","OK",""
"sp5w10mj070llb","","NOT_OK","sp5w10mj070llb : El nombre DNS no existe"
"sp5w10mj070lln","10.3.5.21","OK",""
"sp5w10mj070llq","10.3.5.143","OK",""
"sp5w10mj070lmc","10.3.5.9","OK",""
"sp5w10mj070ln1","10.3.5.114","OK",""
"sp5w10mj070ln7","","NOT_OK","sp5w10mj070ln7 : El nombre DNS no existe"
"sp5w10mj070lna","10.3.5.140","OK",""
"sp5w10mj070lnh","10.3.5.207","OK",""
"sp5w10mj070lpb","10.3.5.34","OK",""
"sp5w10mj070lr4","10.3.5.69","OK",""
"sp5w10mj070lrk","10.3.51.44","OK",""
"sp5w10mj073czf","10.3.5.165","OK",""
"sp5w10mj073jxr","10.3.5.46","OK",""
"sp5w10mj073jy6","","NOT_OK","sp5w10mj073jy6 : El nombre DNS no existe"
"sp5w10mj073jya","10.3.5.119","OK",""
"sp5w10mj073jyl","10.3.5.211","OK",""
"sp5w10mj073jzt","10.3.51.22","OK",""
"sp5w10mj073jzw","10.3.5.45","OK",""
"sp5w10mj073k0x","10.3.5.85","OK",""
"sp5w10mj073k0z","10.3.5.213","OK",""
"sp5w10mj073k17","","NOT_OK","sp5w10mj073k17 : El nombre DNS no existe"
"sp5w10mj073k1j","10.3.5.78","OK",""
"sp5w10mj073k1n","10.3.5.60","OK",""
"sp5w10mj6hdxd","10.3.5.92","OK",""
"sp5w10pf15x4y8","10.4.38.184","OK",""
"sp5w10pf15xl61","10.3.5.122","OK",""
"sp5w10pf15xlg9","10.4.34.162,10.3.5.254","OK",""
"sp5w10pf15xlk2","10.4.34.158","OK",""
"sp5w10pf15xlv0","10.250.252.13","OK",""
"sp5w10pf1856y9","10.250.252.41","OK",""
"sp5w10pf185afn","10.250.252.7","OK",""
"sp5w10pf185ahd","10.4.35.249","OK",""
"sp5w10pf18guts","","NOT_OK","sp5w10pf18guts : El nombre DNS no existe"
"sp5w10pf18h7l1","10.250.252.73","OK",""
"sp5w10pf18h7nc","","NOT_OK","sp5w10pf18h7nc : El nombre DNS no existe"
"sp5w10pf18haqg","10.250.252.60","OK",""
"sp5w10pf18hjw9","10.250.252.39,192.168.1.102","OK",""
"sp5w10pf18mf9t","10.250.252.3","OK",""
"sp5w10pf18mfcc","10.3.8.81","OK",""
"sp5w10pf18mhhm","10.250.252.140,192.168.2.7","OK",""
"sp5w10pf18mhph","","NOT_OK","sp5w10pf18mhph : El nombre DNS no existe"
"sp5w10pf18mmn3","10.3.5.22","OK",""
"sp5w10pf18mpu1","192.168.68.105,10.250.252.136","OK",""
"sp5w10pf18mpva","10.3.6.84","OK",""
"sp5w10pf18ms0s","10.4.35.117","OK",""
"sp5w10pf18mu33","10.250.252.175,10.58.15.150","OK",""
"sp5w10pf18mw8v","10.250.252.61","OK",""
"sp5w10pf18n2kg","10.250.252.37,192.168.68.107","OK",""
"sp5w10pf18nddu","","NOT_OK","sp5w10pf18nddu : El nombre DNS no existe"
"sp5w10pf18nhnq","10.250.252.16","OK",""
"sp5w10pf18ns5q","10.250.252.50","OK",""
"sp5w10pf18nz9e","10.250.252.18","OK",""
"sp5w10pf18nz9n","10.250.252.1,192.168.68.112","OK",""
"sp5w10pf18p46f","10.250.252.56,192.168.0.25","OK",""
"sp5w10pf18p46u","10.3.5.150","OK",""
"sp5w10pf18p4y8","","NOT_OK","sp5w10pf18p4y8 : El nombre DNS no existe"
"sp5w10pf18p7ce","10.3.5.71","OK",""
"sp5w10pf18pdy1","10.250.252.91,192.168.0.15","OK",""
"sp5w10pf18pf7e","10.3.51.49","OK",""
"sp5w10pf18pf8y","10.250.252.54,192.168.100.12","OK",""
"sp5w10pf18ph57","10.4.34.159","OK",""
"sp5w10pf18ph8j","10.250.252.20,192.168.0.8","OK",""
"sp5w10pf18pkeh","10.3.5.190","OK",""
"sp5w10pf18pug0","10.250.252.85","OK",""
"sp5w10pf18pv7u","10.3.5.153","OK",""
"sp5w10pf18py2g","10.3.5.61","OK",""
"sp5w10pf18py5w","10.3.5.108","OK",""
"sp5w10pf18q41j","10.3.5.91","OK",""
"sp5w10pf18qfyj","10.250.252.5,192.168.0.4","OK",""
"sp5w10pf18qsns","10.4.34.235","OK",""
"sp5w10pf19jcr0","10.250.252.2","OK",""
"sp5w10pf1agr1s","10.250.252.20,192.168.68.102","OK",""
"sp5w10pf1rvyl9","10.250.252.93","OK",""
"sp5w10pf2cnagh","","NOT_OK","sp5w10pf2cnagh : El nombre DNS no existe"
"sp5w10pf2sqj23","10.3.5.79","OK",""
"sp5w10pf36392y","10.4.34.183","OK",""
"sp5w10pk18pvks","10.250.252.16,192.168.100.30","OK",""
"sp5w10rpf18qj8a","10.250.252.42","OK",""
"sp5w8mj070lqa","10.3.5.191","OK",""
"sp6w105cd1391kq","10.3.6.91","OK",""
"sp6w10cd1391l10","10.3.6.175","OK",""
"sp6w10mj06heb0","10.3.6.19","OK",""
"sp6w10mj06hf8l","10.3.6.121","OK",""
"sp6w10mj070kxr","10.3.6.240","OK",""
"sp6w10mj070kzh","10.3.6.242","OK",""
"sp6w10mj070kzl","","NOT_OK","sp6w10mj070kzl : El nombre DNS no existe"
"sp6w10mj070kzq","10.3.6.239","OK",""
"sp6w10mj070l0d","10.3.6.136","OK",""
"sp6w10mj070l0u","","NOT_OK","sp6w10mj070l0u : El nombre DNS no existe"
"sp6w10mj070l1c","10.3.6.190","OK",""
"sp6w10mj070l2s","10.3.6.62","OK",""
"sp6w10mj070le7","10.3.6.99","OK",""
"sp6w10mj070lea","10.3.6.24","OK",""
"sp6w10mj070lf5","10.5.1.114","OK",""
"sp6w10mj070lfj","10.3.6.28","OK",""
"sp6w10mj070lfq","10.3.6.14","OK",""
"sp6w10mj070lfv","10.3.6.198","OK",""
"sp6w10mj070lfy","10.3.6.35","OK",""
"sp6w10mj070lgd","10.3.6.119","OK",""
"sp6w10mj070lhj","10.3.6.244","OK",""
"sp6w10mj070ljh","10.3.6.101","OK",""
"sp6w10mj070lk3","10.3.6.243","OK",""
"sp6w10mj070lk6","10.3.6.164","OK",""
"sp6w10mj070lkw","10.3.4.34","OK",""
"sp6w10mj070ll0","","NOT_OK","sp6w10mj070ll0 : El nombre DNS no existe"
"sp6w10mj070llm","10.3.6.129","OK",""
"sp6w10mj070lmp","10.3.6.47","OK",""
"sp6w10mj070lms","10.3.5.82","OK",""
"sp6w10mj070ln4","10.5.2.182","OK",""
"sp6w10mj070ln5","10.3.6.56","OK",""
"sp6w10mj070lnc","10.3.6.193","OK",""
"sp6w10mj070lnn","10.5.1.148","OK",""
"sp6w10mj070lnw","","NOT_OK","sp6w10mj070lnw : El nombre DNS no existe"
"sp6w10mj070lny","10.5.2.151","OK",""
"sp6w10mj070lp","","NOT_OK","sp6w10mj070lp : El nombre DNS no existe"
"sp6w10mj070lp6","10.5.1.180","OK",""
"sp6w10mj070lpc","10.3.6.238","OK",""
"sp6w10mj070lpk","10.3.6.111","OK",""
"sp6w10mj070lq8","10.3.6.131","OK",""
"sp6w10mj070lqj","10.3.6.155","OK",""
"sp6w10mj070lr3","","NOT_OK","sp6w10mj070lr3 : El nombre DNS no existe"
"sp6w10mj070lr9","10.3.6.179","OK",""
"sp6w10mj070lrj","10.3.6.166","OK",""
"sp6w10mj073jzb","10.3.6.16","OK",""
"sp6w10mj073jzp","10.3.6.65","OK",""
"sp6w10mj073k07","10.3.6.83","OK",""
"sp6w10mj073k1c","","NOT_OK","sp6w10mj073k1c : El nombre DNS no existe"
"sp6w10mj073k1q","10.3.6.171","OK",""
"sp6w10mj073k1t","10.3.6.39","OK",""
"sp6w10mj073k1y","10.3.6.103","OK",""
"sp6w10mj073k21","10.3.6.106","OK",""
"sp6w10mj07e3py","10.3.6.70","OK",""
"sp6w10pf15x5cy","10.3.6.185","OK",""
"sp6w10pf15xltr","10.15.20.20","OK",""
"sp6w10pf1856wv","10.3.6.160","OK",""
"sp6w10pf185ag2","10.250.252.25,192.168.0.9,10.15.29.14","OK",""
"sp6w10pf18gxka","10.250.252.113,192.168.100.27","OK",""
"sp6w10pf18hant","10.3.6.8","OK",""
"sp6w10pf18hddu","10.4.35.216","OK",""
"sp6w10pf18hmn3","10.4.35.52","OK",""
"sp6w10pf18mpsx","10.3.6.63","OK",""
"sp6w10pf18mryl","10.4.35.180","OK",""
"sp6w10pf18mwac","10.250.252.51","OK",""
"sp6w10pf18n0k4","","NOT_OK","sp6w10pf18n0k4 : El nombre DNS no existe"
"sp6w10pf18n2lv","10.4.34.187","OK",""
"sp6w10pf18n4qc","10.250.252.165","OK",""
"sp6w10pf18n4qu","10.3.6.95","OK",""
"sp6w10pf18n4ts","10.3.6.104","OK",""
"sp6w10pf18n7uj","172.20.6.117,10.250.252.7","OK",""
"sp6w10pf18n8yg","10.4.34.211","OK",""
"sp6w10pf18nb54","10.250.252.122","OK",""
"sp6w10pf18ndbp","10.250.252.105,192.168.0.14","OK",""
"sp6w10pf18nde7","10.4.34.195","OK",""
"sp6w10pf18nhmp","10.3.6.173","OK",""
"sp6w10pf18nhp4","10.250.252.88,192.168.68.107","OK",""
"sp6w10pf18nku4","10.250.252.95","OK",""
"sp6w10pf18nmvu","10.4.35.230","OK",""
"sp6w10pf18nmwk","10.3.6.192","OK",""
"sp6w10pf18nmxy","10.3.6.180","OK",""
"sp6w10pf18nq0j","10.3.6.109","OK",""
"sp6w10pf18nq4a","10.250.252.91,192.168.0.13","OK",""
"sp6w10pf18ns65","10.3.6.176","OK",""
"sp6w10pf18ns6j","10.3.6.247,10.4.35.210","OK",""
"sp6w10pf18p0rb","10.4.35.155","OK",""
"sp6w10pf18p1at","10.3.6.158","OK",""
"sp6w10pf18p499","10.15.17.12","OK",""
"sp6w10pf18p49s","10.250.252.22","OK",""
"sp6w10pf18p4v8","10.250.252.40,192.168.1.114","OK",""
"sp6w10pf18p4vz","10.3.6.235","OK",""
"sp6w10pf18p8q6","10.4.34.148","OK",""
"sp6w10pf18pf8f","10.250.252.7","OK",""
"sp6w10pf18ph61","10.4.35.215","OK",""
"sp6w10pf18phyd","10.4.35.250","OK",""
"sp6w10pf18pkcs","10.250.252.99","OK",""
"sp6w10pf18pkd2","10.4.34.93,10.3.4.20","OK",""
"sp6w10pf18plc3","10.250.252.40,192.168.0.103","OK",""
"sp6w10pf18pp2d","10.3.6.172","OK",""
"sp6w10pf18pp2t","10.3.6.18,10.4.35.47","OK",""
"sp6w10pf18puh8","","NOT_OK","sp6w10pf18puh8 : El nombre DNS no existe"
"sp6w10pf18pv34","10.4.34.112","OK",""
"sp6w10pf18py3a","10.4.35.60","OK",""
"sp6w10pf18q1bf","10.4.34.179,10.3.6.66","OK",""
"sp6w10pf18q1d5","10.250.252.6","OK",""
"sp6w10pf18q4aj","10.3.6.187","OK",""
"sp6w10pf18qfxs","10.3.4.84","OK",""
"sp6w10pf18qm7y","10.3.6.178,10.4.34.241","OK",""
"sp6w10pf18qsq3","10.3.6.177","OK",""
"sp6w10pf18qzw9","","NOT_OK","sp6w10pf18qzw9 : El nombre DNS no existe"
"sp6w10pf18qzy8","10.250.252.102","OK",""
"sp6w10pf18r02f","10.4.35.15","OK",""
"sp6w10pf19js3k","10.250.252.158,192.168.0.11","OK",""
"sp6w10pfsqmpj","10.4.34.122","OK",""
"sp6w7mj070lq","","NOT_OK","sp6w7mj070lq : El nombre DNS no existe"
"sp7os1326jhd3","","NOT_OK","sp7os1326jhd3 : El nombre DNS no existe"
"sp7os14t0hdj1gc","","NOT_OK","sp7os14t0hdj1gc : El nombre DNS no existe"
"sp7osx14t0syhv2r","","NOT_OK","sp7osx14t0syhv2r : El nombre DNS no existe"
"sp7osx14t7hv2r","10.4.38.152","OK",""
"sp7w10mj070kzd","10.3.7.142","OK",""
"sp7w10mj070lgs","10.3.7.37","OK",""
"sp7w10mj070lhc","10.3.7.22","OK",""
"sp7w10mj071e3z","10.3.7.33","OK",""
"sp7w10mj073jyr","10.3.7.29","OK",""
"sp7w10mj70lja","10.3.7.20","OK",""
"sp7w10pf18mkn1","10.3.7.34","OK",""
"sp7w10pf18mycx","","NOT_OK","sp7w10pf18mycx : El nombre DNS no existe"
"sp7w10pf18pp3k","10.4.38.64","OK",""
"sp7w10pf18ps7q","10.250.252.191","OK",""
"sp7w10pf18pxdr","","NOT_OK","sp7w10pf18pxdr : El nombre DNS no existe"
"sp7w10pf18qpxe","","NOT_OK","sp7w10pf18qpxe : El nombre DNS no existe"
"sp8w105cd1391k","10.250.252.109","OK",""
"sp8w105cd1391ky","","NOT_OK","sp8w105cd1391ky : El nombre DNS no existe"
"sp8w10cd139khh","","NOT_OK","sp8w10cd139khh : El nombre DNS no existe"
"sp8w10d1391kkd","","NOT_OK","sp8w10d1391kkd : El nombre DNS no existe"
"sp8w10f18pvlb","10.250.252.170","OK",""
"sp8w10mj002wx8","10.5.1.143","OK",""
"sp8w10mj06hd36","10.3.8.120","OK",""
"sp8w10mj0701j","10.3.8.250","OK",""
"sp8w10mj070kxt","10.3.8.33","OK",""
"sp8w10mj070kxx","10.5.1.169","OK",""
"sp8w10mj070kz1","10.3.8.27","OK",""
"sp8w10mj070kz5","10.3.8.52","OK",""
"sp8w10mj070kz7","10.10.114.6","OK",""
"sp8w10mj070kze","","NOT_OK","sp8w10mj070kze : El nombre DNS no existe"
"sp8w10mj070l0e","10.3.8.143","OK",""
"sp8w10mj070l0k","10.5.2.160","OK",""
"sp8w10mj070l2p","10.3.8.26","OK",""
"sp8w10mj070leg","10.3.8.80","OK",""
"sp8w10mj070lf4","10.3.8.29","OK",""
"sp8w10mj070lkc","10.3.8.78","OK",""
"sp8w10mj070lkh","10.10.111.6","OK",""
"sp8w10mj070llg","10.3.8.166","OK",""
"sp8w10mj070lls","10.3.8.139","OK",""
"sp8w10mj070lly","10.3.8.201","OK",""
"sp8w10mj070lne","10.3.11.204","OK",""
"sp8w10mj070lnj","10.3.8.64","OK",""
"sp8w10mj070lpm","10.3.8.71","OK",""
"sp8w10mj073jxd","10.3.23.23","OK",""
"sp8w10mj073jyh","","NOT_OK","sp8w10mj073jyh : El nombre DNS no existe"
"sp8w10mj073jyv","10.3.8.167","OK",""
"sp8w10mj073jyw","10.5.2.165","OK",""
"sp8w10mj073jz1","","NOT_OK","sp8w10mj073jz1 : El nombre DNS no existe"
"sp8w10mj073jz9","","NOT_OK","sp8w10mj073jz9 : El nombre DNS no existe"
"sp8w10mj073k05","10.5.1.188","OK",""
"sp8w10mj073k08","10.5.1.145","OK",""
"sp8w10mj073k0v","10.5.1.128","OK",""
"sp8w10mj073k15","10.3.8.22","OK",""
"sp8w10mj073k18","10.3.8.107","OK",""
"sp8w10mj073k28","10.3.8.40","OK",""
"sp8w10mj073k2e","10.3.8.240","OK",""
"sp8w10mj073k2f","10.5.1.63","OK",""
"sp8w10pf10hjur","10.3.8.150","OK",""
"sp8w10pf17ejsu","10.250.252.161","OK",""
"sp8w10pf17eju3","10.3.8.60","OK",""
"sp8w10pf180j6f","10.250.252.57,192.168.100.7","OK",""
"sp8w10pf185ae6","10.4.38.170,10.3.8.42","OK",""
"sp8w10pf185cvy","10.3.8.58","OK",""
"sp8w10pf18h112","10.3.8.31","OK",""
"sp8w10pf18hmll","10.4.34.39,10.3.8.183","OK",""
"sp8w10pf18mbx8","10.4.35.224","OK",""
"sp8w10pf18mfar","10.250.252.29,192.168.0.10","OK",""
"sp8w10pf18mmr8","10.250.252.192","OK",""
"sp8w10pf18mptl","10.3.8.57","OK",""
"sp8w10pf18mpuw","10.250.252.176","OK",""
"sp8w10pf18ms05","10.250.252.53","OK",""
"sp8w10pf18mu21","10.3.8.97","OK",""
"sp8w10pf18myb0","10.4.35.233,10.3.8.113","OK",""
"sp8w10pf18mych","10.3.8.23","OK",""
"sp8w10pf18mydx","10.4.35.71","OK",""
"sp8w10pf18n2ky","10.3.8.145","OK",""
"sp8w10pf18n2mw","10.3.4.122","OK",""
"sp8w10pf18n2p9","10.3.8.53","OK",""
"sp8w10pf18n6v9","10.3.8.32","OK",""
"sp8w10pf18n6wx","10.3.8.38","OK",""
"sp8w10pf18n927","10.3.8.85","OK",""
"sp8w10pf18nb30","10.3.8.87","OK",""
"sp8w10pf18nfjm","10.4.34.254","OK",""
"sp8w10pf18nyk4","10.3.8.112","OK",""
"sp8w10pf18p8s3","10.250.252.12","OK",""
"sp8w10pf18p956","10.3.8.205","OK",""
"sp8w10pf18pdxe","10.3.8.88","OK",""
"sp8w10pf18plad","10.3.8.56","OK",""
"sp8w10pf18pljw","10.3.8.116","OK",""
"sp8w10pf18pp5f","10.4.34.19","OK",""
"sp8w10pf18pxd6","10.250.252.138","OK",""
"sp8w10pf18py1z","10.3.8.206","OK",""
"sp8w10pf18q18v","10.250.252.6","OK",""
"sp8w10pf18qcgj","10.250.252.15","OK",""
"sp8w10pf18qcj6","","NOT_OK","sp8w10pf18qcj6 : El nombre DNS no existe"
"sp8w10pf18qclh","10.3.8.148,10.4.35.208","OK",""
"sp8w10pf18qm90","10.4.34.54","OK",""
"sp8w10pf18qpxu","10.3.8.74","OK",""
"sp8w10pf18qsqg","10.250.252.59","OK",""
"sp8w10pf18qzvy","10.4.34.189,10.3.8.91","OK",""
"sp8w10pf18qzyv","10.3.8.134","OK",""
"sp8w10pf19jcqf","10.250.252.31","OK",""
"sp8w10pfpkdj","10.3.8.161","OK",""
"sp9os14t0t8hv2r","10.4.38.33","OK",""
"sp9w10mj070kxn","10.3.9.59","OK",""
"sp9w10mj070kz4","10.3.9.110","OK",""
"sp9w10mj070kzb","10.3.9.74","OK",""
"sp9w10mj070l0m","10.3.9.37","OK",""
"sp9w10mj070l1a","10.3.9.40","OK",""
"sp9w10mj070l2r","10.3.9.64","OK",""
"sp9w10mj070len","10.3.9.83","OK",""
"sp9w10mj070lfk","10.3.9.250","OK",""
"sp9w10mj070lh6","10.10.115.7","OK",""
"sp9w10mj070lj0","10.3.9.114","OK",""
"sp9w10mj070lje","10.3.9.139","OK",""
"sp9w10mj070ljl","10.3.9.61","OK",""
"sp9w10mj070lju","10.3.9.18","OK",""
"sp9w10mj070lkt","10.3.9.113","OK",""
"sp9w10mj070llb","10.3.9.118","OK",""
"sp9w10mj070lle","10.3.9.99","OK",""
"sp9w10mj070lm0","10.3.9.72","OK",""
"sp9w10mj070lm6","10.3.9.187","OK",""
"sp9w10mj070lmw","10.3.9.24","OK",""
"sp9w10mj070ln8","10.3.9.97","OK",""
"sp9w10mj070lnd","10.3.9.44","OK",""
"sp9w10mj070lnq","10.3.9.111","OK",""
"sp9w10mj070lnz","10.3.9.112","OK",""
"sp9w10mj070lq5","10.3.9.94","OK",""
"sp9w10mj070lqs","10.3.9.84","OK",""
"sp9w10mj070lqv","10.3.8.198","OK",""
"sp9w10mj070lqx","10.3.9.136","OK",""
"sp9w10mj070lr8","10.3.9.25","OK",""
"sp9w10mj070lrq","10.3.9.100","OK",""
"sp9w10mj071e47","10.3.9.26","OK",""
"sp9w10mj073jzj","10.3.8.67","OK",""
"sp9w10mj073k0q","10.3.5.95","OK",""
"sp9w10mj073k24","10.3.9.161","OK",""
"sp9w10mj073k25","","NOT_OK","sp9w10mj073k25 : El nombre DNS no existe"
"sp9w10mj07e3p8","10.10.115.9,192.168.37.1,192.168.16.1","OK",""
"sp9w10mj70lh4","10.10.115.6","OK",""
"sp9w10mjo73k0c","","NOT_OK","sp9w10mjo73k0c : El nombre DNS no existe"
"sp9w10pf15x4zn","10.250.252.142,192.168.0.20","OK",""
"sp9w10pf15xj3g","10.3.9.68","OK",""
"sp9w10pf15xj4x","10.3.9.78","OK",""
"sp9w10pf17eh9b","10.250.252.132","OK",""
"sp9w10pf18gusa","10.4.35.48","OK",""
"sp9w10pf18h7md","10.250.252.180","OK",""
"sp9w10pf18hals","10.3.9.73","OK",""
"sp9w10pf18hjve","10.3.9.98","OK",""
"sp9w10pf18hjwn","10.250.252.160,192.168.100.104","OK",""
"sp9w10pf18hjxr","10.250.252.8","OK",""
"sp9w10pf18hmjw","10.250.255.1","OK",""
"sp9w10pf18hmmf","10.3.9.155","OK",""
"sp9w10pf18hmnh","10.250.252.14","OK",""
"sp9w10pf18mhe6","10.4.34.35,10.3.8.159","OK",""
"sp9w10pf18mpwc","10.250.252.188,192.168.100.104","OK",""
"sp9w10pf18ms0e","10.4.35.241","OK",""
"sp9w10pf18mw8x","10.250.252.38","OK",""
"sp9w10pf18myak","10.3.9.20","OK",""
"sp9w10pf18n4q2","10.4.35.203","OK",""
"sp9w10pf18n8zu","10.3.9.65","OK",""
"sp9w10pf18nddc","10.250.252.185","OK",""
"sp9w10pf18nhn8","10.4.34.239","OK",""
"sp9w10pf18nkqw","10.3.9.33","OK",""
"sp9w10pf18noje","10.3.9.96","OK",""
"sp9w10pf18nyn6","10.3.9.58","OK",""
"sp9w10pf18p0pk","10.250.255.2","OK",""
"sp9w10pf18p4uy","10.3.9.69","OK",""
"sp9w10pf18p4ym","10.250.252.63,192.168.0.10","OK",""
"sp9w10pf18p7bx","10.250.252.92,192.168.100.27","OK",""
"sp9w10pf18p8qm","10.250.255.1","OK",""
"sp9w10pf18p8sd","10.250.252.173","OK",""
"sp9w10pf18p8sw","10.4.35.45,10.3.9.141","OK",""
"sp9w10pf18pf6k","10.250.252.149,192.168.100.38","OK",""
"sp9w10pf18plb9","10.250.252.155,192.168.0.9","OK",""
"sp9w10pf18pp27","10.4.34.253,10.3.9.158","OK",""
"sp9w10pf18pues","10.4.35.172,10.3.9.66","OK",""
"sp9w10pf18pugf","10.4.35.25,10.3.9.12","OK",""
"sp9w10pf18pvm0","10.4.35.4","OK",""
"sp9w10pf18py4t","10.3.9.171","OK",""
"sp9w10pf18q19y","10.3.9.76","OK",""
"sp9w10pf18q1b1","","NOT_OK","sp9w10pf18q1b1 : El nombre DNS no existe"
"sp9w10pf18q94g","10.3.9.85","OK",""
"sp9w10pf18qg0r","10.3.9.189","OK",""
"sp9w10pf18qpwu","10.250.252.10","OK",""
"sp9w10pf18qq0k","10.250.252.101","OK",""
"sp9w10pf18qsjc","10.250.252.55","OK",""
"sp9w10pf2slrr2","10.3.9.28","OK",""
"sp9w10pf2sr822","10.3.9.204","OK",""
"sp9w18mj073jxv","10.3.9.174","OK",""
"spbos11t0hbj1gc","10.4.38.137,10.3.2.193","OK",""
"spbos15t0t0hv2r","","NOT_OK","spbos15t0t0hv2r : El nombre DNS no existe"
"spbos15t0tbhv2r","","NOT_OK","spbos15t0tbhv2r : El nombre DNS no existe"
"spbosx14329jhd3","","NOT_OK","spbosx14329jhd3 : El nombre DNS no existe"
"spbw105cd1391kh","10.3.11.118","OK",""
"spbw105cd1391kn","","NOT_OK","spbw105cd1391kn : El nombre DNS no existe"
"spbw105cd1391kx","","NOT_OK","spbw105cd1391kx : El nombre DNS no existe"
"spbw10cd1391knw","10.3.11.176","OK",""
"spbw10cd1391kq0","10.4.38.173","OK",""
"spbw10cd1391kq2","10.4.38.180","OK",""
"spbw10cd1391kr7","10.250.255.11","OK",""
"spbw10cd1391ky4","10.4.34.16","OK",""
"spbw10cd1391kzc","10.4.38.167","OK",""
"spbw10cd1391l3t","10.4.38.25","OK",""
"spbw10cd1391l54","10.4.34.20,10.3.11.227","OK",""
"spbw10d1391kn7","10.3.11.16","OK",""
"spbw10d1391kqs","10.4.38.177","OK",""
"spbw10d1391ksd","","NOT_OK","spbw10d1391ksd : El nombre DNS no existe"
"spbw10d1391ksl","10.4.38.60","OK",""
"spbw10d1391ksm","10.250.255.35","OK",""
"spbw10d1391kv0","10.250.252.121,192.168.1.71","OK",""
"spbw10d1391kxh","10.4.38.169","OK",""
"spbw10d1391kxk","10.4.38.176","OK",""
"spbw10d1391kxl","10.3.11.54","OK",""
"spbw10d1391l0h","10.3.11.15","OK",""
"spbw10d1391l19","10.3.11.78","OK",""
"spbw10mj070kx9","10.3.11.7","OK",""
"spbw10mj070ky0","10.3.11.64","OK",""
"spbw10mj070ky8","","NOT_OK","spbw10mj070ky8 : El nombre DNS no existe"
"spbw10mj070kyv","10.3.20.15","OK",""
"spbw10mj070kzr","10.3.11.67","OK",""
"spbw10mj070kzw","","NOT_OK","spbw10mj070kzw : El nombre DNS no existe"
"spbw10mj070l00","","NOT_OK","spbw10mj070l00 : El nombre DNS no existe"
"spbw10mj070l02","","NOT_OK","spbw10mj070l02 : El nombre DNS no existe"
"spbw10mj070l0r","","NOT_OK","spbw10mj070l0r : El nombre DNS no existe"
"spbw10mj070l1s","10.3.11.84","OK",""
"spbw10mj070l2a","10.3.11.81","OK",""
"spbw10mj070l30","","NOT_OK","spbw10mj070l30 : El nombre DNS no existe"
